	Brain_1.CEL	Brain_2.CEL	Fetal_brain_1.CEL	Fetal_brain_2.CEL	Fetal_liver_1.CEL	Fetal_liver_2.CEL	Liver_1.CEL	Liver_2.CEL
36433_at	261.6513943065	287.877803559599	265.253609928604	277.940652306494	277.907525047876	259.194514603942	301.113801873189	312.089683343699
36434_r_at	191.137329179477	250.507690484119	223.4748405509	244.040067689774	221.317490620557	251.140549093246	278.611836093856	300.453298895329
36435_at	509.872370305904	435.752358906787	481.17211422501	443.215186054819	418.828829610338	362.05190044724	301.197781780498	324.912433713507
36436_at	430.511213887544	383.769351646573	389.214985478692	349.282254491477	1373.42001742486	1295.00860602621	4757.17636644209	3866.22562546581
36437_s_at	374.600803754938	385.438737310304	475.492490361606	461.958246626046	438.698045470678	483.314029887168	471.093454069892	507.88795639258
36438_at	352.227333536607	366.844801177224	329.471523374141	324.389062353581	376.761243021646	343.097254274127	368.700954911935	377.42158444191
36439_at	718.804775228377	762.957022064177	909.791984795549	792.733482714298	1867.68829452771	2144.68918881042	1001.96954171687	1014.94531994749
36440_at	1367.10908525039	1468.66966384797	1532.16284795368	1512.14964155721	1876.43701833654	1810.45898706265	1512.49480659749	1373.09179384062
36441_at	362.778973582404	379.692102760937	410.485879500366	378.051302491702	380.817785280206	383.157881742621	414.718229038424	450.157030591584
36442_g_at	868.52579852514	779.87805075223	917.304751518717	797.41312141915	878.635420103549	811.092873510793	846.175614257373	928.962117987169
36443_at	667.379566518059	781.998344337926	1069.53612149969	899.406542280838	952.424441162186	951.130248954433	874.62743182202	1000.4918917168
36444_s_at	1617.57611106881	1670.69032496091	662.925649290077	649.385955308601	810.569154020326	767.186089495696	1715.84200151363	1111.92017527169
36445_at	486.753188778431	523.549902062109	584.902136255611	532.414382147439	559.916076949941	520.62195230687	582.659003867862	630.443647555584
36446_s_at	2062.76534194875	2338.23049957662	1445.15386508488	1380.32681387464	2908.0803268049	3065.57768447358	2688.23462917097	2027.61667262672
36447_at	441.483401702493	449.2488538409	380.911870812412	369.705118967592	508.406561194457	476.928778259397	479.937057442867	466.619278157978
36448_at	444.830567528047	602.375801411733	1211.01827322561	1254.106063087	363.540538792467	380.565078669934	325.119429568398	362.731216890306
36449_s_at	1270.90397764636	1212.66396564028	1187.41823490669	1086.85789667009	1386.83636485164	1148.66504493765	1333.10888686075	1314.25914295281
36450_at	999.90748384357	598.345528503434	766.310397662294	554.426889676805	801.546169758885	546.608691070824	669.834658661896	713.263971372081
36451_at	2742.90766263631	3057.02499370398	2783.63511709148	2898.72195001922	1423.92705808385	1384.09436761582	1710.27596528946	1409.42743854649
36452_at	4246.06526862414	4575.08769627293	5509.42410443351	4623.53570990903	5736.78556896957	5241.35886296627	4812.98480357789	5267.88805358346
36453_at	1554.02918861126	1679.28485286788	1540.51876050515	1833.16111744446	357.122866295063	364.793340725466	412.374998270377	424.101820533278
36454_at	469.460837248762	490.168548683276	466.339183680696	478.322040045001	506.035115187985	525.133587925823	507.595763851923	531.635359412657
36455_at	849.224107894476	818.618740256998	664.17692868397	688.083759933176	539.198117784762	544.933296082051	579.98051572969	628.892297705399
36456_at	310.437280592013	332.017240145212	376.20339475452	438.610874063535	287.279861568347	350.079801539022	317.227233723121	326.29308404442
36457_at	487.744651401707	471.45633126211	513.343366720132	530.584810675752	695.600178166764	701.184515274784	520.651035993848	461.237857023535
36458_at	636.226527510746	670.06141327465	708.752075104193	760.081646831468	543.866676068353	538.911474820806	572.420973926384	577.591930636047
36459_at	2229.31438919816	1940.91560904203	2792.52784455085	2459.40291499653	1563.67830112152	1466.02259158669	1421.73390293678	1543.45028891713
36460_at	503.528495665531	490.734902574303	581.033866238188	553.171967714755	573.276968897302	584.923260621253	564.744530681874	618.639250315878
36461_at	593.893838400934	571.10353446315	534.658616710274	528.471284475149	656.931131757595	645.677081265293	755.725010197248	758.970466057133
36462_at	1097.89301079777	1104.35421354366	1000.2749332082	979.753879517141	1425.81504326857	1372.08573430028	1302.92805683876	1220.21850679295
36463_at	727.209949893124	703.51725398005	660.423430321945	640.073832048723	478.099030071669	464.138843438136	497.317164536721	449.000420077987
36464_at	325.860360735016	333.199996216166	309.957234712907	278.363281436135	372.767475550684	352.56651754539	412.177258386215	412.258115799756
36465_at	1061.98684130703	1095.1675686398	1138.38251670171	868.849617596322	1218.79909254845	1223.47976732907	1092.67434992556	1251.82143686093
36466_at	572.223763443278	519.809717290406	687.976924548896	631.157400420071	528.961371803279	472.264374628099	501.551810851353	490.246605316993
36467_g_at	794.42925002179	748.845694698986	727.903647578206	727.8199508487	547.132363103837	522.236772329681	600.916755099683	637.13927735477
36468_at	885.623358149159	941.968952830413	896.476799862001	801.974754301297	993.969627345472	1055.88831764297	873.224947204445	968.849839535461
36469_at	554.200581031933	654.62645416579	777.336001719694	744.205647212675	685.918433346625	606.769990878401	596.795581986324	628.557868201965
36470_s_at	428.949203325786	443.75341271515	399.671979957011	409.926157460261	418.394072264259	376.522998841909	470.44160041504	465.010135949568
36471_f_at	1216.0170464063	984.732478436983	1583.35065847328	1855.58776089557	1463.02704914165	1535.65183053676	1619.25904886941	1781.73608130966
36472_at	342.77356616153	340.726354772222	346.583774106505	348.745939879716	397.22706719957	434.806232525019	456.324127793555	438.039952067309
36473_at	1415.35066943079	1677.88442999757	1420.85085739053	1384.1161776242	1437.06853961393	1370.44628828527	1320.04948988564	1357.95833163489
36474_at	493.622860458391	445.641321938388	533.108874192513	585.066270627062	276.857600785377	289.47163874348	286.388926015817	271.5844769802
36475_at	1334.3105713645	1353.50837579761	1469.0181841131	1373.61819238201	2100.69696032819	2010.62025590594	1699.43955860347	1794.6897774735
36476_at	765.84317006636	703.481968293117	768.480774449514	762.698172709713	844.582087298829	907.6872250987	561.945562155188	577.254650172143
36477_at	407.749757783964	345.21509719559	367.619553443497	345.525455522167	442.223123468267	385.028170289609	369.180770267386	385.278887494236
36478_at	394.610939961393	370.500501446285	379.46001015438	352.367358786924	371.802288240804	334.67757614187	343.540309922406	371.496993524568
36479_at	1573.97700983794	1653.65754740159	1775.55719901069	1657.22305660094	1570.2279631912	1672.80654532822	1578.83088330919	1838.13204127879
36480_at	685.362243984149	753.475715348324	757.536963664971	741.129632836956	827.242538385962	902.864317949063	932.043430737797	932.100122695511
36481_at	358.7261710351	343.9733672081	331.290883034645	356.133159183293	346.845254997735	441.288891543372	369.585773514636	372.435143664758
36482_s_at	999.708574699149	1101.96144938423	1134.80272363425	930.024792608261	1513.80985093203	1499.81161823054	1331.4492134442	1389.18499237962
36483_at	555.7068152055	638.297856906076	437.240984539985	493.949025971742	512.767546258858	573.211286911358	575.45850637019	548.323026248871
36484_at	278.794352888513	268.574175484928	284.986468358321	271.089554697828	258.231202594962	248.235618445035	289.268436295963	291.528177451188
36485_at	896.3480749647	1017.78946781909	861.302339513421	905.834044215398	962.389433209848	916.784863282674	963.586671421518	963.888031574651
36486_at	572.957839362286	585.396101477628	626.499783653096	609.78883390276	669.492983472994	670.064069162015	815.687307144252	695.810241684321
36487_at	2534.47170155492	710.613396944066	1132.87861990111	759.567994788422	1013.09595432242	601.027636204301	956.480862471017	1352.26797166437
36488_at	1521.0245142465	1529.5358162941	1480.95291799909	1731.86079936505	835.447775249322	966.56333429395	647.311058233226	540.37360215681
36489_at	1036.43356717236	1034.31044191226	774.330429691792	796.249049851978	958.734046558287	1077.26732639188	1080.30237053028	937.149227034706
36490_s_at	869.915384405964	813.780273396652	840.721654559208	837.479917044442	857.979773920913	854.30504530991	836.498308766039	812.408405283612
36491_at	286.72528627085	311.890526186403	2859.3505042354	3161.15680242726	317.611714497702	344.852203021811	338.314849044628	350.167329436902
36492_at	806.492184850253	816.115046075353	743.003532306461	724.335667311544	1030.52217507216	1087.9383763183	889.093645519712	913.525175857471
36493_at	424.905103543192	379.714183876034	439.968205649365	380.801768278781	501.456843844107	525.868245263081	551.671408861525	548.453463556851
36494_at	368.57964091999	351.791544222141	370.997743296935	379.931965169793	388.940183124107	364.942691715011	306.774857975893	310.0665948134
36495_at	529.72495924201	490.404555244999	511.940782896165	439.389231678173	3159.79272290646	3578.99172726812	9018.01480450977	7380.85086499768
36496_at	440.763316168206	467.759700621795	393.38334411531	380.384388690658	576.527654910408	628.343788497609	669.034820237122	598.743718348797
36497_at	519.689957828109	658.578084371121	478.644281464124	497.558570091061	407.111581122881	390.749677666553	387.043826532378	424.95780003044
36498_at	947.737050644595	1049.09557926956	1219.3983462908	1030.44450679928	804.006817112487	778.87063814835	905.625851476676	947.072523931547
36499_at	1131.70838979728	1815.48800210894	1246.13987845445	1241.56517015651	514.185440793942	484.910205225525	529.011107463968	505.400284312217
365_at	1371.49627295015	1611.2622702572	884.603773607071	710.892370235754	1221.68644939273	1111.68086321532	1750.87749932805	2701.19124616317
36500_at	835.888415895874	866.604282953441	931.754617622674	895.489433077916	1106.2544723307	1105.33704223574	1185.32639347721	1108.98440570988
36501_at	458.476244589208	525.771556074852	454.606508803456	459.493192244923	490.871997885733	572.64721418498	461.45584399409	434.667425595593
36502_at	1258.23704991532	1069.10027911405	1245.51135274516	1391.90751192944	376.51156459101	408.36643696788	342.217753194009	324.87331983592
36503_at	910.788774209351	876.776948699764	836.497755445646	841.634556137437	1113.27389383139	1076.54510289186	1291.82097512762	1216.71650487476
36504_at	749.607743819292	751.910296099327	639.862125064918	671.37316388065	692.33510061157	693.568625002943	891.812037774878	820.12700908186
36505_at	416.772025709014	389.23776623976	421.207492966748	392.296886456514	406.247985053834	404.53483516742	435.893633274975	478.352164958324
36506_at	437.946168844359	403.450642477949	1043.14715681077	1106.12747290936	500.200884329428	458.987217325445	442.932245075882	454.812764338212
36507_at	996.653338083368	1092.03770356458	984.542309620492	877.057138463796	1092.25396954967	1014.2171466613	1090.752506313	1065.59896480847
36508_at	407.044590314	471.833297164225	578.791360401298	501.318899605188	464.604611847122	515.634771052985	471.282468849686	553.635033556607
36509_at	338.710273841798	344.891116810682	440.655616472116	462.187677670071	272.315816965381	278.209368851654	261.487327899013	270.467218299878
36510_at	788.386033303299	751.473775666135	871.856587533278	853.67439883995	823.94885729815	698.572073671091	630.140472049636	795.976375180133
36511_at	538.735221294798	538.463521737563	575.832557231023	629.146365829922	381.870729610933	433.367561191362	348.995112153188	360.058139694053
36512_at	282.91731670682	265.728332346501	273.826989053864	246.359653444034	2115.27005425718	2706.75575395951	1579.92526384447	1404.23675712632
36513_at	286.367399575442	293.892417726724	287.962702653228	288.946785449242	301.632940227539	299.881521959178	311.092595737689	320.26755699777
36514_at	372.067493347892	416.301670419419	292.835087496117	308.59808363387	275.244594111943	296.799366849018	269.637291925761	274.635607419142
36515_at	598.16639178909	680.484312464709	715.561953129524	789.478216750951	604.792801003842	705.735120675164	877.727347211222	796.905993968838
36516_at	603.776416260972	642.445907115617	697.100214484042	686.022083623847	969.101639487602	877.837479813441	683.405468164458	667.788379319742
36517_at	1511.97807923527	1522.15678578898	1482.65765940203	1679.40192071821	1475.47798958679	1892.24445281257	1263.44617263402	1092.15510268763
36518_at	493.769320709651	477.332654298701	570.318537333193	529.510736125296	540.908748149984	537.556573026486	505.637169980204	544.629653259171
36519_at	948.894558206096	1016.69191163223	770.84511043135	771.995442614062	758.325261152862	714.831244828753	905.285803850014	874.681043646478
36520_at	750.542925847419	790.066440740137	657.908960541623	677.76340601173	705.339720165382	765.978529818846	773.242779607407	1126.72892550815
36521_at	385.815756337873	418.081809993141	509.065938366757	551.81238263697	343.482800771485	336.404878163081	320.095445727177	324.887696129648
36522_at	4426.22737942095	4995.94520113481	4947.72838693684	4470.43627248182	4418.69266511992	4431.81908634571	4475.77931726261	4667.36187384937
36523_at	708.862970237388	883.876786514487	772.044958553473	556.799479223656	916.688918345545	949.178996658634	676.510032890922	752.808319437027
36524_at	1883.13950043092	2281.08950869781	836.852896953482	887.153832765752	539.858428247118	497.111010012019	516.926303076293	563.912513184259
36525_at	1157.53634066589	973.721069284896	1248.28667950966	1285.05942531691	876.125455143561	811.819989009715	769.414162836352	904.4583580771
36526_at	796.38607758067	616.042966241203	764.837781307578	768.268344641561	379.998313590252	337.478763848496	335.404252127709	326.998256447604
36527_at	633.874236662916	573.768929457807	535.42927643199	489.877629925466	564.023416805224	498.466525961513	487.325665369752	481.900520668211
36528_at	492.986193694565	485.732665039399	416.140602475739	431.73288129613	961.296724583466	987.492708494986	1766.10607734816	1279.45846642903
36529_at	1017.69587155476	1044.49559689986	744.272585576677	766.008522368161	1156.5765909262	1214.16016486373	1384.65303403345	1135.77739257118
36530_g_at	1332.71993916431	1478.58700709767	1134.3485534092	1212.90250641733	1647.3968983816	1553.35458902795	1777.06122541825	1602.73151931368
36531_r_at	925.867073152614	873.681341645804	876.992156949758	909.292401502754	958.221025461476	919.38601588322	1060.85590175393	975.818315894942
36532_at	790.359566323816	750.647481709428	467.085657795187	459.682920891119	412.388211905249	399.294382870942	415.665837368068	441.498147047672
36533_at	428.176774530415	427.841333885723	522.786781773598	500.985995741871	506.159100113097	553.770137063729	488.756658914286	468.014091575415
36534_at	1451.04257708898	967.342532261566	1083.05094359037	969.202116112578	1253.78149935847	1070.6647324666	1360.68289733605	984.09563282315
36535_at	785.879027898466	858.173381648937	777.070415795017	868.487335097279	687.621571633848	690.330933557717	726.429390053084	710.42938764
36536_at	2388.07907475527	1787.98374072526	1560.49223446217	1799.49144377294	395.604062215386	445.868599142955	396.54760791944	406.440129130659
36537_at	946.216957244961	1268.93484977978	701.040084254783	772.390094860302	675.811290093466	717.439945107178	692.430761791265	560.957555848619
36538_at	1062.62194566488	1150.60781544599	724.245261121124	786.824143412481	660.125640045619	668.978532456036	705.45701151604	759.64183022122
36539_at	526.304384620282	450.507214105462	477.439911529533	441.858681088148	479.927891245804	434.883096144653	442.851049240737	479.312624124361
36540_at	1115.94074380732	1281.04287812829	924.595628488515	899.990950290231	868.396593054295	807.507557586714	713.224472186541	715.516173788534
36541_at	764.214851082699	742.268865067356	834.02642421049	745.146334435422	844.225595596209	801.256888286693	876.530312759896	892.557813253203
36542_at	1435.74119133457	1227.87659077683	1618.63235402119	1818.33178289129	382.26238237144	380.209129979969	330.492537380821	327.438335626401
36543_at	545.574675949214	554.106627388983	587.244202828917	630.480740570122	244.828707535718	248.401056343654	234.456824612033	241.508365202465
36544_at	1073.56857127175	1060.66749415034	1121.53949703344	1182.84092757196	509.105068482848	423.394575596135	495.163669684033	486.72284040317
36545_s_at	652.411004635064	685.609553530783	803.02927940007	847.733428269359	809.369099429452	851.636614161172	800.310217050783	747.080643920076
36546_r_at	15569.6430708583	15506.3888129659	16017.8758218153	14696.500401634	15751.800103089	16759.1868224419	20529.1682976492	19650.4334673284
36547_r_at	5991.87045246378	7479.07022320316	5141.67086330098	4737.43053048849	5755.46920145508	5421.74967323224	6633.72415838945	7598.32367743427
36548_at	554.824860066067	492.680447576842	1153.66265416139	1304.21210640663	344.80431896123	351.231605281668	347.820673792769	336.837940711631
36549_at	973.235394714675	802.401239873973	994.073857739345	1020.07376903939	774.548834704086	739.598997836512	693.647581370305	754.745194563187
36550_at	660.697652714417	668.826972143306	619.91234015568	625.560543493631	352.436943780567	395.145563786502	449.471455081069	428.628528223869
36551_at	341.253633501784	321.176458772599	283.355858860536	319.980393406714	261.5785411113	242.808587652466	278.870454273	258.664366117257
36552_at	502.936195397181	511.61352128188	527.248861928929	503.102498337958	507.945954240352	471.601785574427	460.11560900777	443.830251342677
36553_at	1012.45983242921	1116.9701816405	690.032018092949	730.72038029391	1847.92189995376	1831.14829932402	1829.29534346311	1655.07315639655
36554_at	2750.80530370606	1958.41797472303	2287.52566782201	1560.22760747761	3258.67871806555	2193.76656104174	2118.49141986045	2164.75831542202
36555_at	6624.34715968427	5933.02579044573	2088.31186510851	2102.44200935945	2865.74274851266	2630.94467313027	3012.72705418196	3429.06342219309
36556_at	603.152595157165	615.28411092281	497.839779501799	490.623395810718	512.020437329159	447.740805415664	596.885654405203	475.250437611039
36557_at	2567.77816498747	3094.44369039473	1723.92319192107	1381.8254235638	804.128755491408	674.409891876924	825.902353480377	868.925581257841
36558_at	1221.50249787749	1256.26008389733	1179.56100318998	1169.09068311159	1345.85998099	1261.17586357489	1587.34321807345	1373.93611837793
36559_g_at	457.423165058477	476.226614871401	380.896099073695	360.751927140065	387.880322748266	350.826463871536	390.1101722685	408.363929948893
36560_at	880.289495611949	896.113548129454	842.683082862749	764.073229568661	1246.03540881801	1381.36865843205	752.267799080425	679.431833178517
36561_at	851.394157133788	845.548679633568	603.215677749031	593.494893199722	1145.5589158374	1158.32957026439	1098.26692480787	991.542338095282
36562_at	1926.74027711174	2170.50182481949	1979.6920344468	1893.20188097395	1381.09684106503	1414.30165530509	1443.95670172736	1459.92597750831
36563_at	1318.36315427428	1136.08098883581	1559.0999876152	1586.39443408501	399.50805279701	405.934222145581	412.720454077528	430.834185274646
36564_at	2117.86105012464	2326.0002648472	2085.35436112306	1775.10592562258	2169.19009232736	2088.05002291482	2392.27535780585	2940.33000216141
36565_at	742.464992885631	604.775259294937	577.117632758021	599.574660006003	616.32225635201	576.838480845968	627.840394082563	578.128742959827
36566_at	934.6051901014	986.183646121564	1073.20567250797	898.315437025374	1049.12944717825	1004.60169363767	1065.5615179725	1115.00430039232
36567_at	4290.87901018712	7199.64551512208	2104.73080543651	1743.39652517916	786.744601534607	659.562945981921	743.554891567517	846.548493793594
36568_at	5692.81156864542	8242.79121503551	1861.3047582014	1820.44246662294	1072.68663939573	1081.38104671808	921.103514022414	1028.9916472339
36569_at	1251.86440909808	1119.40223546292	943.793014929187	962.569049903515	1060.85590324081	985.63874429073	1726.82173131345	1308.3973781425
36570_at	544.911836365929	472.018604739729	415.302242184069	389.347608996064	391.253185710729	370.738067420628	390.902530469253	410.898925825023
36571_at	1325.95639327733	973.15761905822	3691.19228021441	4120.80423558311	509.488409978151	538.282508612052	428.852562421982	395.520767435755
36572_r_at	4638.30798684659	3106.31558423897	3954.87657151918	4099.04466580765	2799.8964673356	3246.18402319473	1083.27275277664	961.40526366476
36573_at	451.964412325646	439.426268981941	488.942023278932	451.68990371122	445.773949389875	410.238579545131	445.168255433571	415.272592314308
36574_at	1463.63100658916	1786.91962992299	975.307661734853	1104.35991501354	1032.72877335215	969.324389709112	1290.93316895943	1280.28872696787
36575_at	338.39239654414	321.579722165568	322.933656633476	346.329877563329	332.085682356727	321.218312368756	315.11086798619	302.677263914513
36576_at	1335.96019800685	1521.42408266088	1426.39568982098	1601.29902841061	1254.96577188522	1422.9518970324	802.233350786123	708.509165981213
36577_at	782.546590951622	647.620756402443	1199.63167670522	1377.56321201993	567.006989305135	626.121457410234	512.161602911325	439.940418607362
36578_at	430.686830380915	436.37522185463	610.227771981503	659.688342565473	389.694486513671	429.32247756249	385.302162492728	358.518695752277
36579_at	714.09499957615	714.796111970626	764.548682151165	916.514995572927	589.161435162433	670.540744682864	515.155787436458	474.385868088217
36580_at	546.308077144662	561.627714138057	531.384148285634	595.073580100156	447.018545573035	552.437924568159	386.156666028958	381.260781703701
36581_at	1305.70714180472	1176.63181732472	1399.03945650156	1443.23972503285	990.854584902683	1108.45611328304	628.43251496575	552.55278172964
36582_g_at	1219.1972940182	929.850209820977	1073.533232699	1222.51335290159	997.083938120151	1096.9506956777	565.525457171785	559.655299249791
36583_at	1487.96516080108	1428.40206385404	1140.06708517404	1057.17249936974	1593.82658388391	1595.68983615319	1334.50427633193	1393.7320670878
36584_at	444.778445716141	394.319877099428	392.959206798064	348.099347248903	3803.87169289663	4292.74676454442	4655.87106204555	4429.23335196276
36585_at	1174.41220205094	1342.82590093891	1669.84046201505	1833.52952491235	1401.78309355349	1829.00841341887	1865.9795095976	1767.10299157051
36586_at	1514.2273781108	1710.59889639047	1358.85094537909	1360.75430196822	1296.09304873253	1342.58315306415	1488.95650708141	1495.19128580869
36587_at	6627.48116547478	7859.59319357061	10702.3905463475	11342.4949429342	6247.04580197578	7437.03531970504	7826.19201870029	7904.93828695869
36588_at	340.609543646103	409.064810390818	438.721684171004	515.617885809732	288.991705143497	332.195148620994	303.86299042013	279.819509813971
36589_at	1775.63656192365	1901.62884635003	1233.28636221987	1339.72903526799	836.516041745946	809.620081477812	837.1762365248	814.893268518928
36590_at	427.554578197745	496.526810746926	424.083245100227	448.978771940298	483.763135811803	447.47783997736	640.477049882286	627.682547028505
36591_at	5431.61503579833	6155.84639857321	735.154578933257	735.983614954315	1191.8601860097	1152.56201557598	1310.74071926514	1059.3407843537
36592_at	1126.72650359882	1057.92271309688	1071.60879878915	932.95445704819	1219.07916866634	1275.67944231922	1556.50729249875	1650.16497703834
36593_at	523.881327165929	525.29938722152	537.623127175045	527.576545979651	585.857411506251	572.872009907245	562.980512771682	596.627346801916
36594_s_at	504.935378694217	532.29972359373	461.394187961255	470.093959650687	492.326450417175	492.351775547463	503.64076718747	492.889485136221
36595_s_at	399.226147613586	501.027913121992	418.821054845279	440.492292928749	705.34317101904	941.852443068195	678.862551281888	703.500023458254
36596_r_at	2049.30223925099	1935.18299886672	1642.79636163127	1790.61738585965	3159.99456217876	3743.04879001086	3363.59819844252	3569.20453661281
36597_at	741.535565607224	705.911826756302	899.946573745942	886.685326230747	483.274474934336	519.718696977193	386.266333868771	389.874942042321
36598_s_at	852.222472602512	741.859036561773	804.647109978156	750.105672434256	951.792400205262	819.328488260859	809.82973362309	867.24709796244
36599_at	512.227646502582	424.445471550747	586.086803116452	668.636312080808	313.939857524055	345.972244956579	304.444835928326	299.231577345373
366_s_at	352.527143960933	342.777952629574	339.837521521302	323.737921532329	409.501440929358	382.302498200826	391.407077167306	403.014056318301
36600_at	1044.71073007958	1078.21414236738	991.127736785987	988.319898884599	1418.65743912928	1519.74105054402	1787.03337441342	1631.39733582989
36601_at	1149.64541141648	1148.47566532129	1289.26922332481	1231.62757369821	1255.25774398496	1266.45145353437	959.128070300454	974.19915437524
36602_at	823.105893544872	861.515572223035	616.271996064885	611.615405201975	826.154243597256	830.428605445913	999.594493928128	927.189714058714
36603_at	1138.83613596303	1007.91005965973	1924.06210582934	2026.35978590667	1246.59913560393	1430.46544478834	1436.23935292088	1678.91743001544
36604_at	908.393062335636	775.338995147771	1115.73869668002	1172.41808184957	432.682004078989	478.921220354631	416.949950919668	418.903414331196
36605_at	461.179888800725	474.298609373442	1820.39992942532	1987.93503807097	244.789470793054	224.715760354166	219.52194949504	233.014245294497
36606_at	2428.37921041887	2033.593854348	2012.31156933852	2762.41133158392	312.250490804867	317.917136302149	228.804925241404	238.870171107619
36607_at	698.156361269883	779.459503585624	786.056332952131	712.498237026352	736.816855710233	768.025755239762	882.260682706817	869.738300910878
36608_at	5269.94294740691	3738.79491710783	3210.97211248337	3633.30889500092	1696.11841719059	1889.97965478463	677.504129927802	567.210041976782
36609_at	1022.27482760292	891.431462175284	827.985166460214	933.002147397507	579.867115620418	606.491163755156	655.615215706718	606.948443622003
36610_at	892.330825533127	822.611535422255	1804.31968572762	2395.33114661573	289.95661107466	352.429998877751	309.87250496981	276.286930394713
36611_at	1599.14949724117	1628.56767470434	1335.77091783402	1424.99729184921	1215.78865470043	1326.80281826297	1188.84149911756	904.480681190457
36612_at	1210.64323602391	1430.19105187266	1252.17351197159	1266.47335405246	582.512772699634	606.498857330323	564.486295357283	543.837281852656
36613_at	1639.3734789244	1805.58939069906	1874.45715360343	1639.19185328927	1794.16931925697	1724.58107894147	1894.08854404163	1927.02743598923
36614_at	3021.60483993584	2179.06993603768	1757.85387305055	2023.82550597923	4488.27988972798	4298.52505530279	4656.44710696917	3437.78346591813
36615_at	1394.67921918477	1489.89009832619	1916.25963092734	1972.65026992212	1860.57281879367	2058.60366078213	2080.47983402215	1789.33332500484
36616_at	3774.82856675445	3870.678214696	1673.83963703486	1935.16842212143	2482.68997624474	2764.62569420013	2207.6421227202	1631.20998561768
36617_at	1710.19657572658	1797.09988516427	3781.22598259612	1587.70593648386	1834.14771920913	1990.94380653106	3306.18798850619	2635.79440948328
36618_g_at	1068.08922919297	1039.07507938974	888.181415796744	1039.58562753904	1037.71211513599	1132.10412850772	1431.22225229477	1170.5440085114
36619_r_at	859.627613650308	886.85009375766	791.370454582022	803.367290018684	961.053544687503	932.884248340972	958.393853572561	877.608866445819
36620_at	3234.09384281834	2310.50198339604	1742.23453438011	2019.68596303123	2390.36097045889	2706.14860935927	3178.2701752783	2937.69263741273
36621_at	856.603819755408	755.506159130471	1163.70001909453	1089.24515562036	23033.1431873127	27610.807296844	26663.8882093739	26035.3665461422
36622_at	247.764042256405	260.113007856268	248.451533279486	234.898135080369	10230.309243929	10648.9917736718	6144.294233429	5641.17141373523
36623_at	1197.49454233324	1212.05658580784	1311.52443697918	1366.81311701093	1317.19609212893	1379.93330514161	1868.71475396567	1818.69857877516
36624_at	2371.40900840089	1998.60516719104	2094.67212580774	2124.65301110944	2294.30729182323	2290.14611360396	1969.85883171278	1986.65665837911
36625_at	1688.38270538102	1878.00206483781	1914.73939821011	1868.90010101139	1965.35388030633	1910.37938923275	2475.6262420482	2040.4457542728
36626_at	588.783926933871	556.274409790863	656.252514552006	738.033913695071	712.672794942997	813.598201680254	599.461040950752	545.996780368208
36627_at	5472.7370731354	3978.62247704648	2310.22531395446	2752.42480082096	270.15106947167	249.373312336228	275.609722973568	283.260834799663
36628_at	547.333288850203	652.762562043352	426.955104491472	492.568294945807	346.737563959874	436.958681073031	335.524858429315	307.415369136803
36629_at	1354.20891905105	1374.43339368001	859.715041889615	888.444164696004	1470.44336725232	1570.38973609311	1192.64106447103	1090.95353724771
36630_at	1406.16449003901	1523.87466081489	1568.42186947462	1482.29486820356	1852.53946352499	1779.15152951166	1674.33704250864	1745.74173005846
36631_at	1957.47255553133	1077.7830191517	1137.82402147716	1370.02592364619	1951.27130715262	2053.26937974638	1422.09680655839	1225.46219073417
36632_at	572.126762062043	501.491156356349	551.369333347708	525.794105289287	484.720977924675	460.548159006337	437.38376622082	499.87607086598
36633_at	689.316257285063	693.179660530832	635.560094084504	702.896697834406	474.955464787609	558.043480394832	537.214869745537	446.798595925463
36634_at	859.913029164681	890.817639925991	603.889715802126	593.562303084072	1988.95362227472	2193.65373714746	491.50749772892	423.948269909875
36635_at	704.908759482744	653.601441906452	793.74481103903	818.359470684245	734.115245851234	745.146032332839	728.47599814386	732.787407526366
36636_at	1623.53530299741	1213.96648924714	1418.02020369809	1664.56482930391	1761.74850316872	2148.58089009914	744.743610977106	645.108171055108
36637_at	1234.97729781168	1557.56256767823	583.967594468949	590.046377872269	860.591401423492	859.54594792028	995.186409330153	765.758424674098
36638_at	617.504052260537	783.3992663777	833.972186336272	907.572673863875	1150.21977851668	1467.56355506909	646.530644880888	667.71830789788
36639_at	629.908944278473	612.403701943626	684.414141149832	634.662507406297	742.584107510717	762.86634950079	680.167668106913	721.248919785806
36640_at	1219.42702772833	1393.70576447934	1446.83827354803	1288.63000140971	1391.72443570876	1372.38185388524	1509.95049978117	1676.40328970863
36641_at	1320.17914358021	1060.78586779074	1560.34411855545	1549.51898538345	753.061167239263	912.549847167309	706.413690927028	784.166039957146
36642_at	678.705171274902	703.476323373428	790.76869452103	739.204766673965	796.790495781502	790.866840306585	698.284859565287	787.22509657393
36643_at	1719.95983233813	1923.34417748855	1707.75124473135	1895.99632039773	600.812674497362	610.902025247906	654.719874833586	660.202607148871
36644_at	1141.17801794851	1104.77037711122	1099.50128919818	1073.80968025682	1304.81973979155	1260.08337319759	1919.25876414039	1690.25260011272
36645_at	1004.20560903364	1247.13648308486	1037.83607281792	1024.79008083164	1271.65579662883	1350.37276728019	2225.65655965071	1752.26904639383
36646_at	461.500674932098	435.096566004313	367.789145248603	356.928195352513	6701.80043704676	7156.17476040485	11881.5992968668	15825.9862720988
